timestamp,txn_id,name,account_number,account_type,mobile_number,pincode,narration,trans_type,amount,ip_address,device,receiver_account,is_fraud,fraud_type,risk_score,account_age_days,receiver_name,receiver_pincode,velocity_l6h,churn_rate,ip_account_density
2025-06-05 14:00:00,MULE0001,Arjun Sharma,SB95822412,Savings,9914763202,600001,Transfer to wallet,Online Transfer,50000.0,103.161.159.227,iPhone 14,SB24942603,1,Mule Chain,85.0,224.0,Priya Nair,600001,1.0,0.943,11
2025-06-05 14:00:50,MULE0002,Priya Nair,SB24942603,Savings,9965241839,600001,Quick fund move,Online Transfer,48000.0,103.161.159.227,iPhone 14,SB13356886,1,Mule Chain,88.0,304.0,Karthik Rajan,600001,1.0,0.963,11
2025-06-05 14:01:40,MULE0003,Karthik Rajan,SB13356886,Savings,9271432881,600001,Urgent cash out,ATM Withdrawal,46000.0,103.161.159.227,iPhone 14,SB46913810,1,Mule Chain,91.0,896.0,ATM,600001,1.0,0.983,11
2025-06-07 10:30:00,SHDEV0001,Manoj Patel,SB89254563,Salary,9461415646,600040,Rapid transfer,Mobile Banking,32000.0,103.221.93.148,Samsung S23,SB85329037,1,Shared Device,78.0,547.0,Karan Malhotra,600002,1.0,0.913,14
2025-06-07 10:32:00,SHDEV0002,Rekha Singh,SB66629388,Savings,9209747451,600040,Rapid transfer,Mobile Banking,28000.0,103.221.93.148,Samsung S23,SB36687537,1,Shared Device,80.0,699.0,Vikram Rathore,600002,1.0,0.928,14
2025-06-07 10:34:00,SHDEV0003,Arun Menon,SB14265799,Joint,9199585092,600040,Rapid transfer,Mobile Banking,35000.0,103.221.93.148,Samsung S23,SB97226012,1,Shared Device,82.0,843.0,Priya Sharma,600002,1.0,0.943,14
2025-06-07 10:36:00,SHDEV0004,Sindhu Rao,SB13999315,Salary,9507943839,600040,Rapid transfer,Mobile Banking,18000.0,103.221.93.148,Samsung S23,SB83140807,1,Shared Device,84.0,504.0,Anjali Gupta,600002,1.0,0.958,14
2025-06-07 10:38:00,SHDEV0005,Balaji Natarajan,SB22575562,Salary,9203848421,600040,Rapid transfer,Mobile Banking,22000.0,103.221.93.148,Samsung S23,SB66306997,1,Shared Device,86.0,45.0,Vikram Rathore,600002,2.0,0.973,14
2025-06-09 16:00:00,HVEL0001,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9990,103.50.181.18,Laptop-Chrome,SB36687537,1,High Velocity,90.0,463.0,Karan Malhotra,682001,2.0,0.907,19
2025-06-09 16:00:35,HVEL0002,Senthil Kumar,SB85329037,Current,9146654552,600096,Split transfer,IMPS,9890,103.50.181.18,Laptop-Chrome,SB97226012,1,High Velocity,90.5,463.0,Vikram Rathore,600028,3.0,0.917,19
